question_id,cluster_id
187474,64
187886,92
188099,58
187988,82
189213,29
189557,41
190693,33
193107,11
191640,59
193215,45
192655,78
192756,33
194352,56
195410,20
196247,78
196171,52
197097,79
197033,20
198108,33
198952,92
198551,4
199537,56
198703,78
200056,78
199508,20
200513,63
201185,8
202609,91
203376,78
201288,81
203469,5
202623,82
204336,17
203484,64
202456,78
204549,64
203493,59
205136,75
205160,75
205736,70
205351,64
206055,72
205950,74
205304,12
206222,32
207337,20
207025,24
208666,44
207801,44
208493,70
208236,33
209128,78
208295,25
208811,35
210882,56
211133,17
211959,81
213151,33
212264,82
213476,39
214930,78
216601,78
218561,70
218332,81
219482,45
219982,46
220119,12
222792,92
223238,92
221822,73
221909,97
223096,87
222339,56
223921,78
226016,81
228221,54
230348,9
230085,75
230037,21
230196,23
230248,4
230927,35
231812,78
232961,85
234606,75
234039,78
233870,12
233564,82
234657,2
234622,13
234532,99
238488,2
237327,95
238956,85
239622,75
239934,72
240354,25
240393,37
240046,81
240182,46
240788,26
240341,52
240765,67
241361,75
241622,0
242016,60
243528,42
242771,2
243510,84
244087,13
243790,54
244671,95
246017,21
247090,4
247317,72
248046,22
248761,1
250545,12
249865,22
250816,78
250509,11
250792,20
251060,33
251069,78
251172,41
251409,74
251648,66
251651,67
251902,4
253563,72
253881,43
253971,81
254213,26
254697,11
256700,34
256956,25
257324,64
258134,44
259860,98
260200,78
259943,33
260679,74
261064,12
261924,84
261068,73
262325,21
262278,84
262338,31
263836,73
265122,20
264914,15
265690,56
266546,89
267792,12
268429,88
269093,42
269145,73
269570,33
270127,2
269466,6
270695,61
270552,66
272779,33
271953,93
273929,14
274822,65
277744,63
277665,21
278189,59
278882,14
278871,5
278848,64
282222,11
282067,2
283589,73
282659,78
283061,85
284382,56
284653,91
284344,12
285098,78
285162,20
285394,0
285477,84
286091,78
286946,58
287409,4
286549,4
287563,64
288381,72
288007,13
288402,9
287783,33
288755,78
288988,11
289523,97
291493,5
291172,23
292809,78
294741,4
293600,13
295009,9
294465,85
296097,23
296001,74
296736,12
296263,9
297465,4
297392,20
297671,14
297840,65
299176,99
299760,78
299770,6
299002,3
298648,38
299504,72
303099,55
301817,42
302219,75
301366,25
301369,58
303218,26
303940,17
304716,78
305568,61
304960,79
305349,59
305846,12
305864,25
306433,44
305797,95
308339,89
306871,82
308833,74
308924,54
308793,67
308963,2
307636,35
311184,48
312454,78
313321,55
314307,95
314305,33
315919,73
316812,13
317576,37
317001,54
318665,85
320299,0
320725,78
321455,38
323629,97
323690,73
324178,54
325041,98
325826,85
324044,56
325503,14
325852,93
326425,6
327777,11
330117,72
331073,65
331456,67
331114,75
332492,89
332985,73
333529,12
334625,60
335192,33
337179,63
337305,78
337335,20
337769,45
338609,2
338875,35
341055,44
340139,13
343004,92
343902,60
344225,44
343299,56
346138,22
346033,78
347238,78
347160,31
349845,24
349886,72
350860,82
351657,74
351779,60
351375,82
351489,74
351339,75
353019,56
353322,73
354226,35
354870,70
355102,78
355538,81
356675,86
357328,44
357048,44
358135,14
358004,21
359733,20
360294,41
360154,78
361304,54
361175,2
362556,93
362641,64
364107,13
364867,78
364101,35
365168,56
365238,39
365656,78
369187,56
369266,44
369010,78
369356,70
370425,78
370087,47
370818,63
370813,12
372114,49
371752,90
372401,9
373421,31
373914,33
374924,64
375458,74
375313,60
375768,73
375968,91
377464,59
378299,66
377745,81
377974,93
379164,72
379594,49
379556,32
379643,30
379672,41
380540,3
380694,34
381231,9
382214,55
383783,87
382720,73
383321,5
385656,32
386245,78
386555,20
387342,75
388387,78
389535,27
389692,65
391618,82
391000,6
390945,70
391036,65
392011,55
391292,15
391874,23
393679,95
393678,87
397789,3
397631,86
398664,98
401079,14
400255,0
402119,56
403924,68
404581,70
405679,19
405889,92
407027,45
407639,78
407529,34
411820,2
410951,79
412811,78
414072,28
414541,58
414817,98
415779,63
416292,35
417178,14
417426,2
417305,89
417764,9
418318,86
421973,82
423182,2
425025,78
425029,72
424564,32
426079,98
427448,1
427383,35
427736,93
427447,74
426368,43
429777,75
429684,74
430274,9
429508,50
431076,79
433009,15
433689,78
435114,75
434061,78
435109,33
437506,19
437670,19
438547,69
439138,10
439152,93
439326,72
440135,5
441302,9
441021,8
440779,89
442634,20
442697,65
444243,35
444820,13
444741,72
445455,26
445856,30
447608,87
448077,2
447983,35
448821,45
448618,20
449922,14
450581,32
449882,56
450637,70
451047,25
451449,93
451856,96
452464,70
452475,19
453849,2
454624,35
454582,5
456321,77
456532,63
456684,22
457933,66
459431,47
462471,59
461985,48
461004,61
461730,55
461970,19
467420,73
466159,74
466963,33
467329,76
468990,16
470542,84
471475,63
473201,11
473527,97
473874,56
478410,69
479408,9
481335,64
482647,4
482046,54
483940,57
483936,49
484242,14
486452,0
488108,0
489441,14
490054,52
491838,19
491373,35
491876,35
491343,37
492563,16
492705,97
493492,13
495603,31
495909,78
495465,4
495376,73
497214,15
499171,73
499328,89
501625,45
503003,65
504060,31
506176,70
506456,20
507139,56
507504,37
508252,35
509048,11
509580,2
511534,22
512371,33
513317,60
515278,54
515532,78
517557,9
520041,21
519797,78
520776,51
521278,56
520869,60
521490,59
522634,79
524871,31
525156,17
527991,3
528676,11
529471,21
529654,43
529428,19
529573,78
529537,28
528502,81
529098,31
531222,33
531488,15
531708,11
531969,72
532037,82
532401,56
532177,17
532911,15
533376,60
533932,35
534217,84
536516,97
536741,78
537319,78
536712,56
537845,35
539692,17
539730,72
540136,44
540856,20
540371,98
540617,78
541128,3
541466,2
542340,72
542904,16
542419,99
543311,96
545938,78
547235,90
550543,35
551987,20
553263,9
554115,4
556072,23
556325,78
559401,49
559759,34
560273,73
561836,30
562579,51
561837,58
562607,0
562361,14
562926,35
563090,45
563589,78
564450,10
565792,54
565681,75
565912,72
567195,37
568251,14
569271,35
570090,78
571434,78
571007,65
570840,75
570983,78
571051,78
571758,82
576802,33
577005,9
577625,65
578957,84
579130,11
578272,22
578310,3
580670,96
581509,35
582002,25
582280,97
582574,78
582163,9
584631,87
583141,87
585020,5
585090,23
586444,78
586088,46
587863,4
588286,64
588430,6
589043,56
589253,93
589554,76
590551,68
591112,78
591467,58
590669,34
593197,89
592476,13
592444,12
593643,2
595072,6
595495,91
595350,56
596841,84
597982,28
597022,21
603245,45
603504,45
603165,78
604598,46
604996,55
605925,58
605253,75
605949,54
606234,88
607045,0
607227,69
608271,66
610056,84
611680,19
611676,29
613059,56
615428,55
618279,15
620041,59
620229,92
621439,9
621511,0
622289,20
623028,81
626865,78
625743,28
626267,9
630102,65
630847,37
630881,20
631518,72
633642,20
633853,75
633173,64
635047,65
635848,60
634840,93
635562,3
636886,59
638091,79
637803,19
638705,11
639757,26
639949,6
640390,82
640866,55
642035,66
642055,75
643475,47
643137,38
643508,93
643280,89
644975,31
648220,44
650098,11
651385,72
652428,46
653521,60
654702,12
655430,20
655449,35
654852,12
656162,65
657336,21
657623,78
657507,60
657639,15
657803,4
657787,2
658259,93
659341,35
660743,78
661297,12
661998,54
663187,9
663250,33
663492,81
663220,31
666554,34
665903,12
668573,78
668734,38
668100,44
670922,74
671766,82
670461,66
673651,52
674137,65
675398,5
677052,20
676693,4
676187,12
676830,78
678060,98
678339,56
679683,75
679684,21
680318,9
681144,53
681016,73
682539,26
682773,78
682370,74
681559,28
684352,85
684443,38
684590,12
685106,12
685381,19
685850,11
685511,35
685902,23
685512,23
686336,81
687018,63
686297,12
687299,82
687510,86
687882,47
687866,34
688537,95
689807,78
690166,49
691113,49
691562,84
692439,78
692202,59
691917,78
693269,78
693733,85
694133,12
697083,78
697256,19
698397,65
698908,65
697671,59
698339,6
698489,41
699329,30
700658,48
702500,10
702358,78
702046,78
702508,20
703449,52
704127,78
704772,72
704642,78
706026,33
706503,45
705823,78
709652,47
710290,12
711575,12
713214,58
713976,73
714992,4
715811,44
717161,33
718239,78
721556,82
721810,9
721852,78
722113,63
722708,71
723223,21
724076,44
724516,0
727655,46
728378,37
727065,69
729616,78
730884,41
729488,88
730621,33
731413,83
733652,0
733979,69
735778,41
736531,75
735139,61
737065,81
741402,78
743772,74
743031,19
743183,9
743495,92
743868,78
744058,13
744995,35
747390,74
747868,79
748248,12
748723,74
749968,78
750571,14
750718,14
752382,20
752284,19
754335,43
755207,21
755228,28
756065,91
756137,53
756558,70
756208,21
756036,1
757957,93
758771,72
758823,92
760568,44
758442,78
760767,78
760821,79
761204,78
761418,72
761546,72
761557,85
762434,3
763802,34
764065,23
764887,85
764916,72
764871,85
767915,88
768130,11
768920,75
769069,0
769787,37
769674,51
770300,78
771695,49
771265,59
772518,81
773387,14
772434,44
771739,33
773515,78
773928,4
774550,98
774326,78
775106,78
775787,10
775191,87
776355,46
776228,72
777778,44
777284,6
778355,0
780639,56
781224,88
781634,72
783070,77
782389,43
782181,72
782465,84
782928,42
783408,78
783283,70
783660,93
785765,55
785583,93
785544,4
786733,91
787167,37
788136,75
789059,78
790420,55
793487,78
793988,35
794910,56
796244,26
796089,11
799151,46
798766,54
800347,18
801379,95
801586,22
801805,14
801639,78
802564,13
803618,41
803298,75
804721,78
807163,81
806968,12
808513,9
809247,54
808856,84
809056,93
809777,79
810919,48
810853,98
811481,2
812740,21
813130,8
815005,66
816365,59
816234,0
816851,69
817472,14
819980,77
819457,43
820440,72
820077,78
821078,45
821479,63
823612,66
824139,17
825072,24
825121,6
824855,84
825053,20
824931,0
826044,17
827108,0
827123,82
828399,56
828650,49
828830,56
828871,34
829622,98
829302,65
830378,92
829805,13
829959,78
831061,78
831188,28
832695,35
832118,24
831997,6
831684,56
832160,15
831849,78
834439,78
834702,84
835387,41
835779,60
835769,78
836735,52
836439,17
837306,5
836771,29
837285,35
838699,21
839134,79
839154,14
840577,86
840118,59
840040,66
840679,4
840966,49
841003,58
841388,46
842530,92
843242,5
845539,54
846678,22
846786,60
848166,75
848637,33
848217,49
851837,91
851675,31
851857,12
852261,12
851956,72
853409,69
852828,28
853547,70
853495,93
855422,0
856358,20
855556,3
855702,78
856773,79
857059,89
856817,16
857744,38
858078,64
859255,76
859452,12
859039,97
859491,72
860214,56
860782,68
860450,9
860378,45
861579,44
862036,35
860516,74
862694,26
861983,58
862355,49
862843,90
863390,35
863848,63
864172,4
864695,66
864855,25
864715,78
865586,92
866060,44
867042,70
867388,33
867757,92
868575,21
867731,2
868346,75
868629,78
869055,14
869390,92
870165,92
870528,4
870819,5
871578,37
872770,65
875018,12
876922,44
877716,78
877181,93
878183,33
879593,9
879189,28
880230,92
882466,58
881717,72
882027,81
883099,56
883634,15
883706,61
883946,12
885187,56
885686,65
885304,43
886597,25
886593,20
887870,74
890035,32
889102,33
891286,25
891703,17
892262,56
891833,32
891919,58
891458,97
892215,58
892429,74
892923,33
893118,42
893424,56
893767,21
895839,3
896319,14
896330,75
896825,78
896653,87
899318,11
898872,38
899514,84
899487,38
905886,85
906001,41
909156,40
909923,29
911052,21
911864,83
912059,78
912538,20
914006,35
913932,64
915169,78
915531,56
915853,92
915702,78
916216,73
915922,56
916300,42
916425,73
919330,66
918142,72
920707,56
919921,21
923283,35
921830,65
921026,9
922923,78
922783,87
921136,15
923389,28
924534,75
924490,4
925836,82
926323,72
926437,70
926933,24
927820,56
927883,9
931441,17
933903,14
934371,81
935930,94
936328,13
936914,28
935697,78
936381,19
937081,74
937398,70
937564,75
936576,73
937434,44
937964,69
940814,75
939693,71
941094,82
941034,74
940513,13
942844,54
944162,78
945034,98
944916,97
945584,97
944879,17
947697,97
946686,47
947504,11
946438,68
946899,27
947140,70
947835,78
950084,59
950134,16
949076,98
949761,56
950404,43
950647,65
950327,6
951105,14
951083,86
952681,73
952149,32
952663,14
952809,78
952958,20
952620,22
955318,65
955927,4
955937,12
956185,41
956645,38
956958,9
959006,12
959242,61
959894,78
961750,55
960923,87
963234,97
962434,25
963699,78
964455,75
965176,78
965321,33
966147,97
967194,17
968857,92
968629,21
967616,6
968235,43
969601,58
970249,64
970253,72
970875,92
971250,66
971792,12
973651,76
974090,12
975752,84
975315,23
976616,6
977025,74
977500,88
977648,76
979322,49
979868,77
979774,38
979878,49
979945,82
980421,2
980324,61
980692,3
980620,73
981241,80
981591,26
981668,25
981762,31
983202,29
983296,65
983461,38
985894,19
987013,61
987822,3
987610,10
987144,14
988230,92
989251,49
990061,72
993027,93
994182,75
994242,91
995229,19
995223,33
994565,50
998461,65
995841,5
996386,66
996864,11
997817,72
997115,78
998095,5
997919,72
998055,19
997638,79
998231,28
999812,95
1001345,55
1001753,23
1002038,75
1002818,58
1003011,95
1004128,54
1004484,35
1006976,22
1007699,14
1005952,71
1006186,21
1006917,44
1007308,17
1007724,12
1007912,28
1008248,9
1008709,58
1011346,38
1011380,20
1011283,38
1010898,20
1011699,35
1012147,65
1014520,60
1013874,50
1015953,59
1013993,88
1015165,71
1016837,33
1017239,82
1017936,85
1017321,3
1018073,49
1018327,2
1020348,58
1020165,20
1022887,73
1025043,31
1025827,78
1026517,38
1026378,12
1027968,61
1027920,65
1027718,64
1028368,38
1028052,4
1028956,59
1029032,68
1029715,73
1029635,26
1031844,37
1031485,9
1032975,86
1032721,3
1033780,0
1034068,81
1033046,33
1034318,85
1034782,12
1034731,4
1036609,12
1036088,24
1036597,78
1036902,60
1038991,78
1039068,56
1039542,37
1040304,89
1039637,65
1040618,38
1040805,89
1040977,44
1041288,90
1041415,46
1042178,78
1042331,72
1043054,65
1043167,72
1043166,81
1043541,67
1043096,20
1043626,89
1044584,13
1044739,72
1045077,3
1046283,0
1045694,69
1046632,2
1048215,48
1049291,38
1049005,75
1049929,29
1050331,44
1050180,33
1051593,13
1052460,78
1053484,33
1054105,21
1054896,66
1056747,60
1058462,78
1058509,67
1058500,72
1058756,92
1059904,3
1058881,4
1060241,49
1060545,56
1060962,35
1062569,28
1062142,14
1062053,33
1062950,33
1063812,72
1064995,93
1065039,66
1064146,16
1064725,65
1065575,4
1066476,66
1065829,97
1069176,66
1067315,52
1069997,35
1070549,44
1068629,82
1068974,60
1069373,9
1070684,33
1070667,55
1071536,20
1073806,21
1073291,16
1074649,82
1074791,78
1074848,96
1074289,35
1074843,74
1076363,66
1075550,25
1076011,76
1076331,35
1076766,75
1078240,68
1077797,73
1078506,14
1079949,45
1079656,25
1079985,21
1080178,46
1079839,3
1081297,97
1081570,13
1083525,96
1084413,46
1085135,75
1085102,58
1085109,0
1087111,72
1086373,75
1087076,78
1085993,47
1087210,89
1087161,66
1087453,12
1088156,0
1089508,16
1089692,73
1089961,0
1089674,56
1091133,78
1090404,81
1091161,98
1092120,29
1092879,20
1094379,65
1094355,82
1095183,14
1093946,12
1094639,5
1095396,0
1095871,17
1096693,79
1096853,32
1096991,9
1099366,24
1099845,48
1099378,78
1098967,76
1100329,39
1100341,55
1100477,78
1101630,78
1101245,44
1101390,78
1102819,29
1102904,53
1102763,11
1103369,57
1103804,11
1104655,73
1104737,47
1105298,29
1105946,4
1106360,42
1107418,44
1106400,25
1106555,58
1108950,9
1109811,45
1110289,2
1111707,93
1111809,12
1114539,35
1117137,46
1117372,58
1118695,58
1118589,20
1119456,16
1119710,86
1119306,66
1118876,78
1119739,87
1119556,38
1120706,39
1120484,44
1122273,12
1122153,15
1122226,38
1122175,14
1122941,57
1123219,13
1124368,20
1124058,76
1124456,49
1125421,6
1125241,90
1125247,55
1127904,30
1127287,39
1126416,50
1126963,55
1128107,45
1128634,9
1129815,34
1130886,26
1129423,4
1130977,93
1130685,35
1132255,58
1131901,72
1133584,86
1134464,44
1134899,48
1135117,2
1135370,56
1135258,34
1137896,95
1137354,45
1136636,92
1137751,46
1138952,20
1139573,56
1140444,78
1140450,16
1142889,78
1142293,34
1143096,31
1143728,4
1143801,44
1143359,35
1145689,89
1147328,78
1148169,97
1148472,94
1150431,56
1150667,73
1151557,94
1152759,50
1154612,46
1154497,22
1155048,12
1154642,23
1155519,17
1156759,75
1157269,54
1158188,82
1158187,28
1157873,64
1159329,63
1159661,0
1160459,0
1159832,72
1160218,35
1161756,49
1161116,73
1161857,33
1161952,78
1162381,45
1163082,36
1163114,69
1163923,89
1164390,23
1166064,92
1165844,17
1165646,1
1165638,37
1166658,22
1167767,46
1168992,92
1169001,20
1169073,21
1170168,9
1170359,3
1170784,89
1170622,9
1170548,14
1171196,98
1171765,9
1171373,70
1171643,4
1172071,15
1172284,70
1172378,75
1173318,35
1173066,82
1176269,93
1176591,75
1176162,43
1177390,3
1177495,16
1179355,68
1178867,56
1179469,73
1179652,28
1179432,23
1179977,56
1180300,56
1180771,34
1180204,98
1184516,78
1186001,9
1189493,41
1189219,22
1189411,21
1189215,54
1190446,44
1190293,78
1192281,81
1190489,11
1192265,56
1192592,23
1193066,35
1193275,21
1193654,93
1194195,81
1193508,38
1194990,21
1195410,4
1195763,73
1196097,55
1196346,11
1195566,16
1197026,82
1197236,92
1197943,73
1197687,44
1198461,73
1198162,49
1199733,23
1200142,66
1201279,67
1201358,97
1202976,2
1204213,68
1203547,35
1204372,54
1204127,2
1204563,23
1205167,22
1206399,50
1207506,16
1206690,81
1206836,56
1207803,73
1210037,35
1209025,44
1209039,54
1210993,33
1210956,2
1213644,47
1213693,21
1215535,89
1215677,19
1215979,65
1218326,87
1219711,9
1219749,19
1219659,35
1222529,81
1222570,19
1223899,33
1224163,35
1224140,21
1225052,98
1225071,81
1226180,10
1226538,38
1226668,23
1227509,11
1227039,46
1227259,19
1227487,58
1227777,11
1228606,81
1228827,63
1228748,84
1228685,53
1228910,84
1228856,10
1229036,9
1229575,24
1230786,82
1231146,16
1231331,1
1231871,67
1231519,41
1232246,20
1231981,19
1232322,23
1232374,78
1232166,20
1231839,89
1232959,21
1233179,45
1232969,75
1232950,11
1233254,64
1233483,75
1233714,65
1233910,42
1235238,76
1234634,89
1234291,6
1234792,28
1235602,81
1235544,5
1237887,56
1237610,72
1238760,91
1239841,59
1239164,97
1241512,26
1240845,84
1241611,80
1242921,98
1242965,22
1243022,4
1244907,13
1245125,54
1243708,25
1243706,49
1245072,37
1243936,69
1244455,73
1244636,33
1244804,4
1246049,65
1246360,11
1246361,95
1246967,56
1247072,25
1250644,35
1252922,78
1255310,92
1255369,59
1254878,8
1256112,62
1259015,75
1260245,37
1259479,23
1262295,35
1263048,17
1262268,78
1262801,92
1262534,78
1263287,0
1265481,54
1264634,87
1264809,78
1265477,35
1265663,78
1265608,38
1265750,78
1266558,76
1266717,86
1267025,46
1268177,59
1268718,13
1268986,73
1269949,29
1269158,29
1270113,58
1271564,32
1271421,18
1272148,4
1272453,65
1271672,56
1271778,45
1272905,78
1272990,96
1272998,35
1274408,15
1275543,20
1275930,88
1274967,50
1275868,53
1276301,11
1276500,92
1276839,60
1276869,54
1276824,87
1277085,78
1278524,37
1279828,50
1279765,44
1278512,8
1283228,8
1282787,54
1286060,21
1286366,96
1287889,92
1287654,3
1288591,78
1288790,72
1289877,47
1289651,28
1290520,38
1289492,87
1291317,15
1292616,89
1293029,65
1292535,12
1292914,35
1292034,19
1293008,24
1296055,56
1296438,97
1296500,56
1297482,9
1297777,63
1296826,54
1297640,1
1296835,12
1297984,16
1298120,12
1298473,92
1299694,33
1302431,5
1304490,82
1305180,79
1305214,2
1306419,72
1307506,81
1308675,84
1307471,71
1308033,19
1308543,93
1309254,65
1309210,13
1309487,67
1309637,81
1309706,5
1311027,81
1310609,21
1310957,73
1311555,21
1311859,38
1311142,81
1311996,37
1312608,92
1312160,12
1312980,34
1313605,20
1313212,20
1312663,20
1312662,16
1314770,78
1316609,73
1317395,44
1318233,40
1318389,35
1319992,80
1319896,78
1320173,84
1319957,70
1320093,5
1319909,54
1320593,80
1320848,47
1321635,9
1321253,21
1321683,75
1322162,26
1322859,34
1322867,78
1324302,78
1323814,81
1324475,57
1324761,61
1325173,95
1326231,73
1326502,86
1326594,71
1326627,79
1327203,35
1327190,13
1327503,60
1328039,5
1327396,10
1328597,10
1328765,87
1329098,35
1329376,96
1329639,44
1330219,28
1331294,95
1331615,42
1333400,4
1333233,61
1332869,72
1333352,54
1334574,66
1335331,33
1334979,64
1336291,4
1336318,42
1335804,31
1336911,26
1337216,96
1338647,76
1338389,31
1339224,47
1339511,2
1339549,13
1339540,49
1339991,84
1340287,19
1340418,55
1341505,1
1341855,66
1341254,56
1342634,14
1342046,4
1342291,64
1343023,26
1345509,0
1346861,59
1347091,14
1345688,81
1347788,66
1348804,37
1348046,93
1349936,58
1354451,9
1355043,50
1355485,35
1356074,28
1356753,50
1356916,76
1356628,33
1357362,2
1357975,82
1357939,26
1358490,82
1358539,28
1358465,89
1359095,44
1358793,82
1358988,41
1361601,34
1360297,3
1360973,50
1361374,22
1361796,28
1361719,66
1362326,35
1361959,78
1362837,14
1362643,39
1363555,99
1363780,76
1366426,28
1366749,74
1367101,70
1366578,9
1366851,33
1366485,84
1367295,45
1367406,11
1367830,58
1368699,26
1368092,33
1369446,78
1369686,78
1370606,47
1371192,82
1373147,14
1373582,90
1373238,9
1374071,3
1374685,60
1374502,54
1374941,5
1374737,59
1376132,78
1375510,41
1376442,9
1378133,98
1379723,96
1377797,9
1377825,84
1378721,43
1380068,82
1379988,56
1380239,56
1380139,47
1381706,49
1381630,81
1381256,90
1385089,69
1386625,64
1387612,37
1388216,77
1387917,6
1388749,65
1388918,26
1388820,32
1388816,49
1389586,56
1389759,78
1390787,78
1392404,67
1392242,34
1392569,13
1393257,95
1393598,21
1393295,45
1394153,71
1394685,35
1394193,9
1394718,33
1395500,41
1396269,75
1397944,13
1397913,88
1398564,56
1398685,75
1399750,26
1399688,13
1400207,35
1400442,44
1401801,66
1401328,88
1401318,34
1401613,0
1402517,78
1403762,35
1403366,5
1406168,81
1406187,81
1406099,9
1409308,57
1409329,13
1410267,89
1409570,23
1410048,0
1410506,25
1410881,89
1411663,6
1413198,90
1414679,85
1414250,73
1416799,78
1417809,97
1420139,4
1419694,37
1419999,86
1420019,20
1419966,73
1421994,75
1421423,33
1420688,73
1421645,47
1422032,2
1422036,35
1422321,12
1423170,41
1425958,84
1426647,54
1427918,64
1427890,78
1428402,59
1428727,12
1428865,92
1428988,96
1430186,29
1430631,45
1432163,80
1431560,65
1432478,12
1433875,21
1433668,61
1434443,38
1434621,57
1434622,78
1436264,85
1436830,65
1435771,17
1436436,75
1437860,17
1437474,4
1438218,13
1438362,59
1438454,54
1439203,11
1439011,45
1439943,92
1439500,24
1441058,66
1441550,78
1441525,3
1441892,75
1441971,76
1442858,1
1443860,83
1445071,82
1444891,42
1444401,12
1446191,44
1446440,69
1446670,2
1448731,45
1449044,78
1449952,41
1452839,29
1453538,11
1453747,0
1454342,23
1453892,5
1455572,21
1453984,57
1457087,73
1458881,98
1460321,97
1459467,44
1459993,93
1459269,77
1461147,6
1461376,35
1463119,80
1463006,76
1463139,33
1463983,93
1462854,33
1464469,9
1465291,27
1465002,65
1465405,58
1465879,78
1467018,13
1468437,81
1467604,20
1467973,65
1468396,61
1467846,11
1468116,33
1469500,14
1471470,65
1472587,11
1472292,37
1474535,73
1473713,86
1473726,98
1474456,49
1474289,20
1475850,34
1476607,75
1476275,41
1476191,9
1476605,56
1477580,56
1477098,20
1476632,6
1477820,72
1477278,13
1478177,56
1477629,30
1478542,90
1478814,71
1482596,74
1484814,78
1487004,76
1486771,29
1486974,72
1487596,33
1488072,43
1487396,53
1487886,56
1489781,12
1490060,37
1490688,89
1492576,12
1492786,72
1492437,41
1493681,78
1494099,47
1495035,11
1494749,34
1496680,78
1496262,78
1496312,32
1496650,28
1496573,3
1498217,78
1498793,33
1499642,37
1500802,11
1501693,70
1501653,41
1502352,9
1503803,33
1503389,79
1503899,9
1504819,41
1505011,66
1504955,93
1506276,32
1506588,6
1506648,98
1506950,33
1507891,21
1508174,8
1508276,14
1509500,43
1509422,4
1508608,41
1510385,8
1510747,84
1511361,79
1511956,4
1514526,33
1516017,65
1517816,87
1518054,32
1518953,65
1519078,60
1519268,64
1520090,56
1520117,11
1520266,28
1520608,22
1520733,26
1520209,63
1520673,78
1521076,45
1521421,95
1522390,82
1522606,35
1522345,1
1523305,78
1524498,49
1524929,55
1524098,81
1523949,20
1525780,56
1525723,67
1526579,34
1527173,84
1527170,79
1527701,41
1528272,98
1528350,22
1530911,26
1531955,78
1529745,46
1529751,78
1530505,81
1531550,60
1533240,30
1533381,6
1534111,9
1534250,87
1534266,22
1533937,78
1534218,96
1535320,11
1536253,73
1536479,44
1537703,41
1538664,82
1538341,68
1539844,44
1540130,78
1540201,44
1540985,70
1542594,55
1542784,56
1543052,65
1542181,76
1543127,33
1544035,97
1544473,93
1545958,79
1545936,4
1547666,20
1548495,20
1548400,3
1549301,23
1549150,20
1549101,42
1549388,63
1551134,75
1551298,78
1552096,4
1552705,23
1553882,64
1554079,49
1554389,2
1555535,20
1556371,98
1556604,78
1556860,12
1558172,46
1558502,4
1559241,22
1560531,37
1560910,97
1559594,48
1560018,99
1564126,33
1564347,4
1563632,71
1563445,96
1563564,17
1564981,90
1565485,78
1566637,28
1565993,73
1565783,98
1566263,60
