question_id,cluster_id
296736,52
296263,143
297465,83
297392,145
297671,14
297840,174
299176,45
299760,128
299770,124
299002,163
298648,139
299504,30
303099,193
301817,26
302219,76
301366,64
301369,83
303218,127
303940,49
304716,128
305568,141
304960,98
305349,129
305846,74
305864,60
306433,180
305797,106
308339,80
306871,2
308833,34
308924,144
308793,54
308963,28
307636,13
311184,100
312454,93
313321,195
314307,97
314305,76
315919,76
316812,85
317576,160
317001,186
318665,31
320299,53
320725,128
321455,139
323629,72
323690,169
324178,164
325041,122
325826,198
324044,85
325503,14
325852,185
326425,62
327777,158
330117,30
331073,53
331456,179
331114,112
332492,80
332985,26
333529,74
334625,16
335192,131
337179,53
337305,126
337335,65
337769,82
338609,193
338875,76
341055,180
340139,29
343004,191
343902,16
344225,180
343299,9
346138,108
346033,13
347238,126
347160,104
349845,89
349886,30
350860,88
351657,153
351779,16
351375,88
351489,171
351339,112
353019,85
353322,71
354226,87
354870,67
355102,128
355538,140
356675,8
357328,180
357048,180
358135,14
358004,190
359733,145
360294,47
360154,128
361304,186
361175,78
362556,6
362641,133
364107,85
364867,93
364101,13
365168,9
365238,3
365656,128
369187,85
369266,74
369010,25
369356,177
370425,179
370087,101
370818,53
370813,74
372114,48
371752,142
372401,29
373421,119
373914,186
374924,133
375458,114
375313,180
375768,71
375968,111
377464,148
378299,176
377745,140
377974,71
379164,30
379594,48
379556,173
379643,35
379672,47
380540,98
380694,188
381231,143
382214,195
383783,154
382720,74
383321,130
385656,173
386245,128
386555,159
387342,112
388387,93
389535,94
389692,174
391618,88
391000,8
390945,110
391036,174
392011,130
391292,43
391874,120
393679,165
393678,154
397789,98
397631,91
398664,121
401079,14
400255,110
402119,9
403924,138
404581,177
405679,120
405889,191
407027,175
407639,128
407529,34
411820,78
410951,76
412811,128
414072,29
414541,83
414817,121
415779,19
416292,50
417178,14
417426,78
417305,80
417764,166
418318,8
421973,88
423182,78
425025,128
425029,30
424564,173
426079,121
427448,173
427383,87
427736,6
427447,16
426368,198
429777,112
429684,110
430274,185
429508,68
431076,52
433009,43
433689,128
435114,112
434061,128
435109,131
437506,199
437670,181
438547,155
439138,155
439152,185
439326,32
440135,99
441302,143
441021,147
440779,80
442634,159
442697,115
444243,87
444820,23
444741,30
445455,127
445856,194
447608,154
448077,71
447983,87
448821,117
448618,159
449922,28
450581,133
449882,110
450637,177
451047,60
451449,185
451856,26
452464,177
452475,163
453849,78
454624,93
454582,151
456321,123
456532,19
456684,95
457933,83
459431,116
462471,129
461985,129
461004,106
461730,193
461970,199
467420,126
466159,195
466963,65
467329,136
468990,1
470542,35
471475,162
473201,158
473527,72
473874,85
478410,132
479408,143
481335,41
482647,130
482046,186
483940,117
483936,13
484242,114
486452,110
488108,110
489441,14
490054,33
491838,199
491373,13
491876,87
491343,162
492563,1
492705,72
493492,29
495603,104
495909,128
495465,177
495376,128
497214,110
499171,74
499328,80
501625,162
503003,174
504060,119
506176,177
506456,131
507139,110
507504,162
508252,87
509048,158
509580,78
511534,95
512371,101
513317,16
515278,106
515532,93
517557,185
520041,190
519797,128
520776,7
521278,9
520869,53
521490,129
522634,70
524871,104
525156,32
527991,98
528676,158
529471,42
529654,68
529428,181
529573,93
529537,0
528502,140
529098,150
531222,97
531488,43
531708,171
531969,30
532037,88
532401,126
532177,49
532911,159
533376,16
533932,93
534217,35
536516,72
536741,126
537319,93
536712,9
537845,13
539692,196
539730,30
540136,29
540856,38
540371,48
540617,128
541128,98
541466,78
542340,112
542904,122
542419,182
543311,136
545938,126
547235,183
550543,87
551987,145
553263,143
554115,83
556072,107
556325,126
559401,24
559759,85
560273,76
561836,40
562579,96
561837,5
562607,110
562361,14
562926,39
563090,82
563589,128
564450,77
565792,164
565681,112
565912,30
567195,160
568251,14
569271,87
570090,126
571434,126
571007,85
570840,30
570983,128
571051,128
571758,2
576802,179
577005,143
577625,115
578957,167
579130,158
578272,95
578310,196
580670,123
581509,93
582002,64
582280,49
582574,93
582163,185
584631,41
583141,41
585020,99
585090,107
586444,128
586088,80
587863,109
588286,41
588430,146
589043,9
589253,26
589554,1
590551,138
591112,196
591467,169
590669,34
593197,80
592476,117
592444,74
593643,78
595072,146
595495,111
595350,85
596841,15
597982,28
597022,42
603245,82
603504,82
603165,128
604598,80
604996,195
605925,169
605253,112
605949,17
606234,38
607045,35
607227,194
608271,169
610056,167
611680,181
611676,57
613059,126
615428,195
618279,43
620041,129
620229,191
621439,143
621511,114
622289,159
623028,140
626865,128
625743,46
626267,83
630102,65
630847,162
630881,159
631518,30
633642,159
633853,85
633173,133
635047,115
635848,16
634840,34
635562,118
636886,12
638091,70
637803,163
638705,158
639757,127
639949,146
640390,2
640866,13
642035,71
642055,117
643475,65
643137,62
643508,185
643280,61
644975,104
648220,83
650098,158
651385,32
652428,80
653521,16
654702,70
655430,145
655449,87
654852,52
656162,53
657336,42
657623,128
657507,190
657639,43
657803,159
657787,193
658259,6
659341,87
660743,128
661297,70
661998,186
663187,117
663250,115
663492,175
663220,104
666554,59
665903,74
668573,128
668734,139
668100,180
670922,182
671766,2
670461,102
673651,132
674137,53
675398,99
677052,145
676693,83
676187,70
676830,93
678060,121
678339,9
679683,61
679684,21
680318,143
681144,73
681016,71
682539,127
682773,128
682370,15
681559,114
684352,31
684443,105
684590,52
685106,74
685381,199
685850,46
685511,87
685902,184
685512,120
686336,162
687018,19
686297,74
687299,88
687510,8
687882,116
687866,34
688537,94
689807,93
690166,48
691113,48
691562,167
692439,128
692202,129
691917,126
693269,93
693733,93
694133,74
697083,126
697256,181
698397,174
698908,174
697671,148
698339,146
698489,50
699329,40
700658,15
702500,56
702358,128
702046,128
702508,159
703449,33
704127,128
704772,30
704642,128
706026,65
706503,137
705823,128
709652,49
710290,74
711575,128
713214,169
713976,126
714992,177
715811,145
717161,131
718239,128
721556,88
721810,143
721852,128
722113,19
722708,170
723223,21
724076,180
724516,29
727655,80
728378,162
727065,173
729616,126
730884,134
729488,38
730621,131
731413,67
733652,110
733979,132
735778,47
736531,61
735139,139
737065,140
741402,128
743772,153
743031,181
743183,14
743495,191
743868,93
744058,97
744995,50
747390,153
747868,32
748248,74
748723,1
749968,128
750571,14
750718,14
752382,145
752284,199
754335,198
755207,21
755228,102
756065,111
756137,79
756558,177
756208,93
756036,152
757957,6
758771,30
758823,191
760568,180
758442,126
760767,93
760821,31
761204,126
761418,30
761546,30
761557,31
762434,98
763802,34
764065,184
764887,31
764916,30
764871,31
767915,38
768130,158
768920,61
769069,10
769787,162
769674,96
770300,128
771695,48
771265,12
772518,196
773387,14
772434,48
771739,131
773515,71
773928,83
774550,29
774326,128
775106,128
775787,155
775191,154
776355,80
776228,98
777778,36
777284,124
778355,35
780639,9
781224,117
781634,30
783070,138
782389,156
782181,13
782465,29
782928,4
783408,128
783283,6
783660,26
785765,193
785583,29
785544,83
786733,116
787167,142
788136,112
789059,128
790420,65
793487,25
793988,87
794910,9
796244,127
796089,82
799151,80
798766,186
800347,18
801379,106
801586,134
801805,14
801639,128
802564,67
803618,47
803298,112
804721,93
807163,140
806968,74
808513,143
809247,186
808856,167
809056,26
809777,31
810919,148
810853,121
811481,78
812740,42
813130,63
815005,102
816365,129
816234,35
816851,136
817472,14
819980,170
819457,141
820440,30
820077,128
821078,117
821479,61
823612,176
824139,49
825072,124
825121,146
824855,167
825053,159
824931,35
826044,32
827108,35
827123,88
828399,29
828650,48
828830,85
828871,59
829622,121
829302,174
830378,191
829805,29
829959,126
831061,101
831188,102
832695,93
832118,89
831997,146
831684,85
832160,43
831849,126
834439,128
834702,35
835387,37
835779,16
835769,25
836735,33
836439,49
837306,99
836771,136
837285,87
838699,42
839134,31
839154,28
840577,91
840118,129
840040,176
840679,76
840966,48
841003,169
841388,80
842530,37
843242,151
845539,186
846678,134
846786,144
848166,112
848637,65
848217,48
851837,111
851675,119
851857,74
852261,70
851956,30
853409,152
852828,102
853547,177
853495,29
855422,35
856358,101
855556,98
855702,128
856773,70
857059,80
856817,122
857744,139
858078,133
859255,136
859452,74
859039,34
859491,30
860214,97
860782,138
860450,29
860378,82
861579,97
862036,87
860516,153
862694,127
861983,120
862355,48
862843,175
863390,13
863848,19
864172,93
864695,169
864855,60
864715,128
865586,191
866060,176
867042,67
867388,101
867757,37
868575,21
867731,78
868346,112
868629,128
869055,14
869390,37
870165,191
870528,74
870819,151
871578,162
872770,71
875018,140
876922,180
877716,128
877181,185
878183,115
879593,29
879189,114
880230,37
882466,28
881717,30
882027,140
883099,179
883634,2
883706,106
883946,70
885187,126
885686,174
885304,46
886597,60
886593,159
887870,15
890035,86
889102,65
891286,47
891703,32
892262,9
891833,173
891919,169
891458,72
892215,28
892429,153
892923,131
893118,4
893424,179
893767,42
895839,76
896319,14
896330,52
896825,128
896653,41
899318,158
898872,139
899514,167
899487,139
905886,31
906001,37
909156,116
909923,58
911052,21
911864,26
912059,128
912538,145
914006,93
913932,89
915169,126
915531,53
915853,191
915702,128
916216,71
915922,9
916300,4
916425,128
919330,102
918142,30
920707,9
919921,42
923283,87
921830,174
921026,126
922923,93
922783,154
921136,43
923389,28
924534,112
924490,83
925836,88
926323,30
926437,67
926933,86
927820,85
927883,143
931441,32
933903,14
934371,140
935930,65
936328,136
936914,0
935697,128
936381,199
937081,153
937398,177
937564,112
936576,74
937434,180
937964,132
940814,112
939693,128
941094,166
941034,0
940513,23
942844,186
944162,128
945034,121
944916,72
945584,0
944879,32
947697,72
946686,106
947504,62
946438,90
946899,27
947140,67
947835,128
950084,129
950134,130
949076,121
949761,29
950404,141
950647,174
950327,8
951105,68
951083,91
952681,71
952149,133
952663,28
952809,25
952958,159
952620,117
955318,65
955927,177
955937,139
956185,39
956645,62
956958,143
959006,52
959242,78
959894,126
961750,195
960923,154
963234,72
962434,64
963699,128
964455,112
965176,98
965321,65
966147,65
967194,21
968857,191
968629,42
967616,124
968235,141
969601,169
970249,133
970253,98
970875,191
971250,176
971792,74
973651,17
974090,52
975752,62
975315,107
976616,146
977025,195
977500,38
977648,136
979322,48
979868,138
979774,192
979878,48
979945,88
980421,78
980324,28
980692,21
980620,71
981241,184
981591,124
981668,76
981762,104
983202,10
983296,115
983461,139
985894,181
987013,106
987822,21
987610,132
987144,14
988230,71
989251,105
990061,32
993027,185
994182,112
994242,111
995229,199
995223,131
994565,5
998461,174
995841,151
996386,176
996864,158
997817,30
997115,128
998095,99
997919,98
998055,163
997638,31
998231,110
999812,107
1001345,193
1001753,107
1002038,112
1002818,169
1003011,120
1004128,36
1004484,87
1006976,58
1007699,14
1005952,132
1006186,42
1006917,180
1007308,49
1007724,25
1007912,0
1008248,143
1008709,29
1011346,139
1011380,24
1011283,192
1010898,159
1011699,13
1012147,115
1014520,16
1013874,68
1015953,12
1013993,38
1015165,170
1016837,101
1017239,88
1017936,31
1017321,98
1018073,48
1018327,78
1020348,169
1020165,171
1022887,71
1025043,99
1025827,93
1026517,105
1026378,52
1027968,106
1027920,126
1027718,133
1028368,139
1028052,83
1028956,130
1029032,51
1029715,65
1029635,127
1031844,162
1031485,143
1032975,56
1032721,49
1033780,110
1034068,140
1033046,101
1034318,79
1034782,74
1034731,83
1036609,171
1036088,8
1036597,65
1036902,16
1038991,128
1039068,104
1039542,122
1040304,80
1039637,174
1040618,192
1040805,80
1040977,126
1041288,175
1041415,80
1042178,52
1042331,93
1043054,174
1043167,30
1043166,140
1043541,54
1043096,159
1043626,80
1044584,185
1044739,13
1045077,98
1046283,110
1045694,139
1046632,78
1048215,148
1049291,192
1049005,112
1049929,10
1050331,180
1050180,85
1051593,23
1052460,128
1053484,101
1054105,21
1054896,176
1056747,115
1058462,128
1058509,54
1058500,30
1058756,191
1059904,190
1058881,83
1060241,48
1060545,53
1060962,87
1062569,28
1062142,38
1062053,52
1062950,65
1063812,30
1064995,185
1065039,176
1064146,122
1064725,179
1065575,28
1066476,176
1065829,72
1069176,176
1067315,33
1069997,13
1070549,110
1068629,36
1068974,169
1069373,29
1070684,131
1070667,131
1071536,65
1073806,190
1073291,62
1074649,88
1074791,128
1074848,135
1074289,13
1074843,106
1076363,176
1075550,24
1076011,1
1076331,87
1076766,117
1078240,138
1077797,74
1078506,14
1079949,82
1079656,76
1079985,21
1080178,80
1079839,98
1081297,72
1081570,29
1083525,26
1084413,80
1085135,112
1085102,83
1085109,10
1087111,30
1086373,117
1087076,128
1085993,116
1087210,80
1087161,176
1087453,139
1088156,38
1089508,183
1089692,166
1089961,29
1089674,9
1091133,126
1090404,140
1091161,137
1092120,172
1092879,159
1094379,174
1094355,88
1095183,14
1093946,74
1094639,151
1095396,110
1095871,49
1096693,93
1096853,133
1096991,126
1099366,86
1099845,100
1099378,128
1098967,103
1100329,24
1100341,112
1100477,128
1101630,128
1101245,126
1101390,128
1102819,10
1102904,81
1102763,158
1103369,51
1103804,158
1104655,128
1104737,131
1105298,172
1105946,159
1106360,4
1107418,180
1106400,24
1106555,169
1108950,129
1109811,82
1110289,193
1111707,185
1111809,52
1114539,87
1117137,80
1117372,169
1118695,28
1118589,65
1119456,175
1119710,91
1119306,28
1118876,42
1119739,154
1119556,139
1120706,15
1120484,36
1122273,74
1122153,43
1122226,192
1122175,198
1122941,129
1123219,29
1124368,159
1124058,136
1124456,48
1125421,146
1125241,92
1125247,115
1127904,136
1127287,1
1126416,5
1126963,193
1128107,82
1128634,143
1129815,188
1130886,127
1129423,83
1130977,6
1130685,50
1132255,83
1131901,13
1133584,56
1134464,180
1134899,15
1135117,78
1135370,9
1135258,188
1137896,97
1137354,82
1136636,191
1137751,17
1138952,145
1139573,115
1140444,112
1140450,175
1142889,126
1142293,34
1143096,104
1143728,67
1143801,180
1143359,87
1145689,117
1147328,126
1148169,72
1148472,161
1150431,9
1150667,145
1151557,161
1152759,66
1154612,80
1154497,95
1155048,70
1154642,184
1155519,32
1156759,85
1157269,186
1158188,88
1158187,120
1157873,41
1159329,19
1159661,35
1160459,110
1159832,13
1160218,87
1161756,48
1161116,37
1161857,131
1161952,128
1162381,82
1163082,55
1163114,194
1163923,80
1164390,120
1166064,191
1165844,82
1165646,172
1165638,160
1166658,185
1167767,80
1168992,98
1169001,159
1169073,42
1170168,143
1170359,98
1170784,82
1170622,143
1170548,14
1171196,121
1171765,29
1171373,67
1171643,93
1172071,43
1172284,177
1172378,97
1173318,87
1173066,88
1176269,185
1176591,112
1176162,156
1177390,98
1177495,183
1179355,90
1178867,53
1179469,74
1179652,0
1179432,107
1179977,53
1180300,126
1180771,34
1180204,121
1184516,126
1186001,93
1189493,50
1189219,57
1189411,42
1189215,164
1190446,151
1190293,128
1192281,140
1190489,158
1192265,166
1192592,107
1193066,128
1193275,190
1193654,185
1194195,140
1193508,192
1194990,61
1195410,177
1195763,74
1196097,195
1196346,158
1195566,62
1197026,29
1197236,191
1197943,37
1197687,180
1198461,71
1198162,48
1199733,107
1200142,176
1201279,54
1201358,72
1202976,193
1204213,12
1203547,87
1204372,36
1204127,78
1204563,107
1205167,57
1206399,149
1207506,62
1206690,140
1206836,9
1207803,71
1210037,87
1209025,180
1209039,164
1210993,101
1210956,78
1213644,163
1213693,190
1215535,80
1215677,199
1215979,174
1218326,154
1219711,37
1219749,199
1219659,87
1222529,140
1222570,181
1223899,115
1224163,87
1224140,42
1225052,121
1225071,140
1226180,77
1226538,9
1226668,107
1227509,158
1227039,80
1227259,199
1227487,169
1227777,134
1228606,140
1228827,19
1228748,63
1228685,73
1228910,117
1228856,56
1229036,29
1229575,89
1230786,88
1231146,183
1231331,152
1231871,65
1231519,37
1232246,159
1231981,181
1232322,184
1232374,128
1232166,159
1231839,109
1232959,42
1233179,82
1232969,144
1232950,158
1233254,146
1233483,112
1233714,174
1233910,4
1235238,26
1234634,126
1234291,168
1234792,0
1235602,140
1235544,151
1237887,53
1237610,30
1238760,111
1239841,130
1239164,72
1241512,61
1240845,167
1241611,141
1242921,121
1242965,95
1243022,76
1244907,29
1245125,186
1243708,64
1243706,48
1245072,82
1243936,108
1244455,126
1244636,65
1244804,159
1246049,174
1246360,114
1246361,165
1246967,9
1247072,195
1250644,87
1252922,87
1255310,191
1255369,148
1254878,63
1256112,187
1259015,112
1260245,162
1259479,107
1262295,13
1263048,49
1262268,128
1262801,191
1262534,128
1263287,110
1265481,186
1264634,154
1264809,128
1265477,87
1265663,65
1265608,192
1265750,128
1266558,17
1266717,91
1267025,80
1268177,129
1268718,23
1268986,34
1269949,10
1269158,17
1270113,169
1271564,173
1271421,18
1272148,177
1272453,174
1271672,9
1271778,160
1272905,128
1272990,135
1272998,13
1274408,43
1275543,159
1275930,125
1274967,149
1275868,81
1276301,158
1276500,191
1276839,144
1276869,186
1276824,154
1277085,128
1278524,160
1279828,149
1279765,180
1278512,63
1283228,63
1282787,36
1286060,190
1286366,26
1287889,47
1287654,118
1288591,126
1288790,30
1289877,151
1289651,28
1290520,139
1289492,41
1291317,43
1292616,80
1293029,174
1292535,177
1292914,128
1292034,199
1293008,124
1296055,9
1296438,72
1296500,110
1297482,29
1297777,19
1296826,144
1297640,117
1296835,74
1297984,175
1298120,74
1298473,191
1299694,101
1302431,151
1304490,88
1305180,76
1305214,78
1306419,30
1307506,140
1308675,195
1307471,170
1308033,199
1308543,185
1309254,174
1309210,23
1309487,65
1309637,142
1309706,151
1311027,140
1310609,21
1310957,128
1311555,61
1311859,139
1311142,140
1311996,153
1312608,191
1312160,105
1312980,59
1313605,65
1313212,145
1312663,159
1312662,120
1314770,128
1316609,71
1317395,36
1318233,69
1318389,128
1319992,141
1319896,128
1320173,17
1319957,177
1320093,151
1319909,186
1320593,141
1320848,116
1321635,143
1321253,21
1321683,112
1322162,127
1322859,59
1322867,128
1324302,93
1323814,140
1324475,148
1324761,106
1325173,9
1326231,126
1326502,91
1326594,170
1326627,70
1327203,76
1327190,104
1327503,53
1328039,151
1327396,155
1328597,155
1328765,41
1329098,13
1329376,58
1329639,36
1330219,83
1331294,120
1331615,4
1333400,128
1333233,106
1332869,98
1333352,186
1334574,176
1335331,131
1334979,89
1336291,128
1336318,4
1335804,166
1336911,36
1337216,26
1338647,103
1338389,119
1339224,116
1339511,193
1339549,53
1339540,105
1339991,167
1340287,199
1340418,195
1341505,152
1341855,169
1341254,53
1342634,14
1342046,83
1342291,133
1343023,83
1345509,110
1346861,129
1347091,5
1345688,140
1347788,176
1348804,160
1348046,15
1349936,0
1354451,126
1355043,141
1355485,87
1356074,114
1356753,68
1356916,15
1356628,131
1357362,118
1357975,29
1357939,127
1358490,63
1358539,28
1358465,80
1359095,180
1358793,2
1358988,47
1361601,34
1360297,64
1360973,68
1361374,95
1361796,114
1361719,176
1362326,98
1361959,128
1362837,14
1362643,94
1363555,22
1363780,103
1366426,114
1366749,153
1367101,67
1366578,129
1366851,131
1366485,167
1367295,82
1367406,158
1367830,28
1368699,127
1368092,131
1369446,128
1369686,128
1370606,116
1371192,2
1373147,14
1373582,175
1373238,143
1374071,98
1374685,115
1374502,186
1374941,130
1374737,99
1376132,128
1375510,37
1376442,185
1378133,121
1379723,125
1377797,143
1377825,167
1378721,46
1380068,88
1379988,9
1380239,166
1380139,116
1381706,105
1381630,140
1381256,92
1385089,132
1386625,86
1387612,148
1388216,138
1387917,168
1388749,174
1388918,198
1388820,138
1388816,48
1389586,65
1389759,128
1390787,128
1392404,54
1392242,59
1392569,23
1393257,151
1393598,42
1393295,122
1394153,170
1394685,87
1394193,29
1394718,131
1395500,134
1396269,112
1397944,29
1397913,103
1398564,85
1398685,101
1399750,127
1399688,85
1400207,13
1400442,180
1401801,102
1401328,38
1401318,34
1401613,29
1402517,128
1403762,87
1403366,151
1406168,140
1406187,140
1406099,29
1409308,44
1409329,29
1410267,53
1409570,130
1410048,35
1410506,195
1410881,159
1411663,124
1413198,175
1414679,31
1414250,126
1416799,126
1417809,171
1420139,76
1419694,160
1419999,91
1420019,159
1419966,37
1421994,112
1421423,131
1420688,126
1421645,116
1422032,78
1422036,87
1422321,74
1423170,47
1425958,167
1426647,186
1427918,133
1427890,93
1428402,12
1428727,52
1428865,191
1428988,26
1430186,23
1430631,82
1432163,184
1431560,174
1432478,70
1433875,42
1433668,106
1434443,139
1434621,44
1434622,126
1436264,79
1436830,174
1435771,196
1436436,61
1437860,49
1437474,83
1438218,23
1438362,129
1438454,164
1439203,62
1439011,95
1439943,191
1439500,170
1441058,176
1441550,128
1441525,118
1441892,112
1441971,15
1442858,51
1443860,4
1445071,88
1444891,4
1444401,74
1446191,180
1446440,172
1446670,78
1448731,82
1449044,128
1449952,47
1452839,172
1453538,171
1453747,17
1454342,107
1453892,151
1455572,42
1453984,148
1457087,37
1458881,121
1460321,72
1459467,180
1459993,6
1459269,138
1461147,146
1461376,87
1463119,111
1463006,136
1463139,101
1463983,6
1462854,101
1464469,143
1465291,27
1465002,174
1465405,169
1465879,126
1467018,29
1468437,22
1467604,145
1467973,174
1468396,38
1467846,158
1468116,131
1469500,169
1471470,174
1472587,171
1472292,142
1474535,74
1473713,91
1473726,110
1474456,48
1474289,159
1475850,188
1476607,52
1476275,47
1476191,143
1476605,179
1477580,85
1477098,128
1476632,146
1477820,30
1477278,110
1478177,53
1477629,40
1478542,92
1478814,170
1482596,153
1484814,74
1487004,26
1486771,10
1486974,30
1487596,101
1488072,156
1487396,73
1487886,126
1489781,74
1490060,162
1490688,80
1492576,74
1492786,30
1492437,198
1493681,128
1494099,36
1495035,76
1494749,34
1496680,128
1496262,126
1496312,133
1496650,114
1496573,98
1498217,128
1498793,65
1499642,160
1500802,105
1501693,177
1501653,34
1502352,81
1503803,101
1503389,31
1503899,143
1504819,47
1505011,176
1504955,15
1506276,133
1506588,8
1506648,121
1506950,101
1507891,42
1508174,63
1508276,14
1509500,198
1509422,83
1508608,47
1510385,63
1510747,167
1511361,70
1511956,177
1514526,131
1516017,174
1517816,41
1518054,173
1518953,174
1519078,16
1519268,41
1520090,126
1520117,171
1520266,102
1520608,57
1520733,127
1520209,19
1520673,126
1521076,162
1521421,165
1522390,88
1522606,87
1522345,173
1523305,128
1524498,105
1524929,193
1524098,140
1523949,171
1525780,53
1525723,54
1526579,188
1527173,167
1527170,98
1527701,47
1528272,121
1528350,57
1530911,127
1531955,128
1529745,122
1529751,128
1530505,140
1531550,39
1533240,113
1533381,168
1534111,29
1534250,154
1534266,95
1533937,126
1534218,94
1535320,158
1536253,71
1536479,180
1537703,37
1538664,88
1538341,138
1539844,151
1540130,128
1540201,67
1540985,177
1542594,193
1542784,53
1543052,115
1542181,103
1543127,131
1544035,72
1544473,6
1545958,32
1545936,93
1547666,58
1548495,159
1548400,21
1549301,120
1549150,159
1549101,4
1549388,19
1551134,61
1551298,128
1552096,83
1552705,184
1553882,146
1554079,105
1554389,78
1555535,159
1556371,121
1556604,128
1556860,74
1558172,80
1558502,83
1559241,95
1560531,160
1560910,72
1559594,100
1560018,45
1564126,101
1564347,74
1563632,170
1563445,135
1563564,98
1564981,175
1565485,24
1566637,102
1565993,71
1565783,62
1566263,144
